"survey","hh_key","household_weight","region10","urban","hh_size","head_age","head_female","water_source_cat","cooking_fuel_cat","roof_material_cat","sleeping_rooms","floor_material_screen","floor_non_earth","members_total","female_members","children_under5","children_under15","adults_15plus","elders_65plus","has_electricity","toilet_type_screen","head_educ_cat","welfare","poverty_status","poverty_status_code","nhis_any_member_registered","nhis_any_missing","totexpeqsc_real","fdexpeqsc_real","nfexpeqsc_real","TOTHLTH","wealth_index","wealth_score"
"DHS2014","285_11",1.586474,6,1,3,32,1,"surface_or_unprotected","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,2,1,2,1,0,0,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-0.82525
"DHS2014","40_25",0.589824,4,1,2,52,1,"public_or_neighbor_piped","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,2,2,0,1,1,0,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.0477
"DHS2014","117_4",2.110452,3,1,5,35,0,"piped_dwelling_or_yard","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,5,1,1,3,2,0,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.15967
"DHS2014","420_21",1.054305,1,0,5,42,1,"borehole_tube_well","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,5,3,0,3,2,0,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.52288
"DHS2014","271_12",2.073206,3,1,1,30,1,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,0,1,"flush_or_wc","higher",NA,NA,NA,1,0,NA,NA,NA,NA,5,2.03801
"DHS2014","424_14",1.183259,4,0,1,29,1,"piped_dwelling_or_yard","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,0,1,"pit_or_kvip","higher",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.57862
"DHS2014","82_2",0.540763,1,1,2,43,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,2,1,0,0,2,0,1,"flush_or_wc","higher",NA,NA,NA,0,0,NA,NA,NA,NA,5,2.28239
"DHS2014","125_1",0.804807,7,1,1,27,0,"piped_dwelling_or_yard","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,0,1,"pit_or_kvip","secondary_or_vocational",NA,NA,NA,0,0,NA,NA,NA,NA,4,0.48023
"DHS2014","319_21",1.116778,8,0,10,50,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,10,5,2,7,3,0,0,"no_facility","none_or_primary",NA,NA,NA,0,0,NA,NA,NA,NA,1,-1.06132
"DHS2014","199_11",0.546993,8,0,14,65,0,"surface_or_unprotected","wood","sheet_metal_asbestos_slate",5,"cement_or_finished",1,14,5,2,7,7,1,0,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-1.73248
"DHS2014","350_20",0.455645,8,0,5,66,0,"surface_or_unprotected","wood","cement_tile_shingle",4,"earth_mud_dung",0,5,2,1,2,3,1,0,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-1.29969
"DHS2014","288_27",0.788924,5,1,1,32,1,"packaged_water","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,0,0,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.49674
"DHS2014","36_31",1.028755,2,1,1,44,0,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,0,1,"flush_or_wc","basic_or_middle",NA,NA,NA,0,0,NA,NA,NA,NA,4,0.42947
"DHS2014","23_33",0.738594,7,1,1,36,1,"borehole_tube_well","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.0102
"DHS2014","108_10",1.657666,6,1,5,44,1,"protected_well_spring","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,5,4,0,2,3,0,1,"flush_or_wc","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.69319
"DHS2014","212_13",0.946368,6,1,7,47,0,"piped_dwelling_or_yard","charcoal","sheet_metal_asbestos_slate",2,"cement_or_finished",1,7,4,2,5,2,0,1,"flush_or_wc","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.6063
"DHS2014","56_5",0.703886,2,0,3,26,0,"public_or_neighbor_piped","charcoal","cement_tile_shingle",1,"cement_or_finished",1,3,2,1,1,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,3,-0.13391
"DHS2014","113_18",0.592388,1,1,3,32,1,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,2,0,1,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.03819
"DHS2014","421_25",1.399412,6,1,6,65,0,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,6,3,0,4,2,1,1,"flush_or_wc","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.57418
"DHS2014","112_11",3.218969,3,1,3,28,0,"packaged_water","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,0,0,0,3,0,0,"flush_or_wc","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.87631
"DHS2014","57_6",0.933033,5,0,4,52,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,4,1,1,2,2,0,1,"no_facility","basic_or_middle",NA,NA,NA,0,0,NA,NA,NA,NA,2,-0.27327
"DHS2014","117_8",2.110452,3,1,6,55,1,"packaged_water","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,6,4,2,3,3,0,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.41706
"DHS2014","174_11",1.23604,5,1,3,26,0,"packaged_water","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,2,1,1,2,0,1,"pit_or_kvip","higher",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.09925
"DHS2014","302_24",1.17672,1,0,6,45,1,"surface_or_unprotected","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,6,3,0,2,4,0,0,"pit_or_kvip","none_or_primary",NA,NA,NA,0,0,NA,NA,NA,NA,2,-0.55001
"DHS2014","226_22",1.411561,2,1,5,52,0,"public_or_neighbor_piped","gas_or_electricity","sheet_metal_asbestos_slate",2,"cement_or_finished",1,5,3,0,3,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,0,0,NA,NA,NA,NA,4,0.65468
"DHS2014","179_18",0.786007,7,0,3,80,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,3,1,0,0,3,2,1,"pit_or_kvip","secondary_or_vocational",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.40585
"DHS2014","144_17",0.653806,7,0,10,50,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",3,"cement_or_finished",1,10,3,2,5,5,0,0,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.36383
"DHS2014","277_31",1.089492,2,1,2,29,0,"protected_well_spring","charcoal","sheet_metal_asbestos_slate",2,"cement_or_finished",1,2,0,0,0,2,0,1,"flush_or_wc","higher",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.07418
"DHS2014","201_17",0.804001,5,1,4,40,0,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",2,"cement_or_finished",1,4,2,0,2,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.73098
"DHS2014","140_31",1.661106,1,0,2,65,1,"borehole_tube_well","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,2,1,0,1,1,1,0,"pit_or_kvip","none_or_primary",NA,NA,NA,0,0,NA,NA,NA,NA,2,-0.52379
"DHS2014","199_1",0.546993,8,0,8,52,0,"surface_or_unprotected","wood","natural_thatch_bamboo",2,"cement_or_finished",1,8,5,2,4,4,2,0,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-0.90569
"DHS2014","125_5",0.804807,7,1,2,32,0,"protected_well_spring","gas_or_electricity","sheet_metal_asbestos_slate",2,"cement_or_finished",1,2,1,0,0,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.64641
"DHS2014","9_13",0.536447,2,1,1,30,1,"protected_well_spring","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,0,1,"pit_or_kvip","higher",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.42327
"DHS2014","73_9",0.236297,10,0,2,73,1,"borehole_tube_well","charcoal","sheet_metal_asbestos_slate",2,"earth_mud_dung",0,2,1,0,0,2,2,0,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-0.83985
"DHS2014","79_24",0.932302,5,1,4,28,0,"packaged_water","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,4,1,2,2,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,0,0,NA,NA,NA,NA,3,0.25879
"DHS2014","355_11",0.595281,9,0,6,33,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,6,4,0,2,4,1,0,"pit_or_kvip","higher",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.35754
"DHS2014","64_8",0.326328,9,1,1,48,1,"protected_well_spring","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,0,0,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.61045
"DHS2014","335_23",1.18429,4,1,6,55,1,"public_or_neighbor_piped","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,6,3,2,4,2,0,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.10995
"DHS2014","27_15",0.63098,8,0,16,55,0,"surface_or_unprotected","wood","sheet_metal_asbestos_slate",4,"cement_or_finished",1,16,8,2,9,7,0,0,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-1.24206
"DHS2014","59_15",0.590983,7,0,2,42,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",5,"cement_or_finished",1,2,1,0,0,2,1,0,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-0.82982
"DHS2014","5_19",0.39668,8,0,4,30,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",2,"earth_mud_dung",0,4,3,1,2,2,0,0,"no_facility","basic_or_middle",NA,NA,NA,0,0,NA,NA,NA,NA,2,-0.67669
"DHS2014","197_13",0.884832,1,1,1,38,0,"packaged_water","gas_or_electricity","cement_tile_shingle",1,"cement_or_finished",1,1,0,0,0,1,0,1,"flush_or_wc","secondary_or_vocational",NA,NA,NA,0,0,NA,NA,NA,NA,5,1.22837
"DHS2014","32_13",1.191125,4,0,5,64,0,"borehole_tube_well","wood","natural_thatch_bamboo",2,"cement_or_finished",1,5,2,1,3,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,1,-0.96175
"DHS2014","343_2",0.699946,9,0,2,55,0,"borehole_tube_well","other_biomass_or_solid","sheet_metal_asbestos_slate",2,"cement_or_finished",1,2,1,0,0,2,1,0,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-2.25888
"DHS2014","63_6",0.794735,1,0,6,49,0,"protected_well_spring","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,6,4,1,2,4,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.40352
"DHS2014","184_27",1.702658,3,1,6,36,1,"piped_dwelling_or_yard","charcoal","sheet_metal_asbestos_slate",2,"cement_or_finished",1,6,4,1,2,4,1,1,"flush_or_wc","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.67122
"DHS2014","169_16",0.28529,9,1,5,46,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,5,2,0,1,4,0,0,"no_facility","none_or_primary",NA,NA,NA,0,0,NA,NA,NA,NA,1,-1.25849
"DHS2014","405_30",0.440828,6,1,5,42,0,"packaged_water","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,5,3,2,3,2,0,1,"flush_or_wc","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.33827
"DHS2014","45_25",0.83814,7,0,1,48,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,0,0,"no_facility","basic_or_middle",NA,NA,NA,0,0,NA,NA,NA,NA,2,-0.49059
"DHS2014","290_7",1.933659,6,0,3,45,1,"borehole_tube_well","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,3,1,1,1,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,0,0,NA,NA,NA,NA,2,-0.49992
"DHS2014","240_32",1.339784,1,1,1,23,0,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,0,1,"flush_or_wc","secondary_or_vocational",NA,NA,NA,1,0,NA,NA,NA,NA,5,0.95788
"DHS2014","31_3",0.864636,4,0,5,43,0,"public_or_neighbor_piped","wood","sheet_metal_asbestos_slate",2,"earth_mud_dung",0,5,1,1,1,4,0,0,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,1,-0.79777
"DHS2014","383_33",1.059349,1,0,3,30,0,"packaged_water","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,2,1,1,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.21349
"DHS2014","296_30",0.228103,10,1,1,61,1,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,0,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.78856
"DHS2014","248_2",0.826533,2,0,6,42,1,"public_or_neighbor_piped","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,6,5,0,4,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,0,0,NA,NA,NA,NA,3,-0.20942
"DHS2014","358_9",0.893471,6,1,5,31,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",2,"cement_or_finished",1,5,2,3,3,2,0,1,"flush_or_wc","secondary_or_vocational",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.64516
"DHS2014","218_18",0.745134,1,1,4,36,0,"borehole_tube_well","gas_or_electricity","cement_tile_shingle",1,"cement_or_finished",1,4,3,1,2,2,0,1,"flush_or_wc","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,5,0.99915
"DHS2014","420_29",1.054305,1,0,3,31,1,"borehole_tube_well","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,1,0,2,1,0,1,"no_facility","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.62151
"DHS2014","201_23",0.804001,5,1,2,35,0,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,2,1,0,0,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,3,-0.01136
"DHS2014","245_16",0.734547,1,1,1,25,0,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,0,1,"flush_or_wc","secondary_or_vocational",NA,NA,NA,0,0,NA,NA,NA,NA,4,0.81217
"DHS2014","251_24",1.010549,5,1,5,61,1,"public_or_neighbor_piped","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,5,2,1,3,2,0,1,"bucket_hanging_other","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.27511
"DHS2014","161_11",0.495988,9,0,5,36,0,"borehole_tube_well","charcoal","sheet_metal_asbestos_slate",2,"cement_or_finished",1,5,3,1,2,3,1,0,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-1.39019
"DHS2014","346_26",0.64047,2,1,5,50,1,"piped_dwelling_or_yard","gas_or_electricity","cement_tile_shingle",5,"cement_or_finished",1,5,3,0,0,5,0,1,"flush_or_wc","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.45411
"DHS2014","360_17",0.302672,8,1,6,52,0,"protected_well_spring","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,6,3,1,2,4,0,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,3,-0.09232
"DHS2014","169_10",0.28529,9,1,1,35,0,"protected_well_spring","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,0,1,"pit_or_kvip","higher",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.28588
"DHS2014","181_27",1.419779,3,1,1,40,1,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,0,1,"flush_or_wc","secondary_or_vocational",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.13291
"DHS2014","271_9",2.073206,3,1,2,27,0,"piped_dwelling_or_yard","gas_or_electricity","sheet_metal_asbestos_slate",3,"cement_or_finished",1,2,0,0,0,2,0,1,"flush_or_wc","higher",NA,NA,NA,0,0,NA,NA,NA,NA,5,2.05529
"DHS2014","50_6",0.30473,10,0,8,30,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,8,5,1,5,3,0,0,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-1.35021
"DHS2014","156_21",2.374089,3,0,3,29,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,1,1,1,2,0,1,"flush_or_wc","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.72223
"DHS2014","350_25",0.455645,8,0,4,39,1,"borehole_tube_well","wood","cement_tile_shingle",1,"cement_or_finished",1,4,4,2,3,1,0,0,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-0.93767
"DHS2014","207_26",0.615805,5,1,3,27,1,"packaged_water","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,3,0,1,2,0,1,"flush_or_wc","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.03835
"DHS2014","308_12",0.973149,2,0,5,75,1,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,5,3,2,3,2,1,1,"pit_or_kvip","none_or_primary",NA,NA,NA,0,0,NA,NA,NA,NA,3,0.06856
"DHS2014","72_28",1.688337,1,0,3,20,0,"surface_or_unprotected","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,1,1,1,2,0,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.04783
"DHS2014","262_2",0.233637,10,1,4,27,0,"piped_dwelling_or_yard","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,4,2,1,2,2,0,1,"pit_or_kvip","higher",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.39853
"DHS2014","132_5",1.237234,5,1,4,31,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",2,"cement_or_finished",1,4,1,1,2,2,0,1,"pit_or_kvip","higher",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.81808
"DHS2014","165_12",1.350838,6,0,2,26,0,"surface_or_unprotected","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,2,1,0,0,2,0,0,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-0.94445
"DHS2014","154_23",0.932208,7,1,1,19,1,"packaged_water","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,0,0,NA,NA,NA,NA,3,0.08377
"DHS2014","231_10",1.447144,3,1,2,28,0,"packaged_water","gas_or_electricity","cement_tile_shingle",1,"cement_or_finished",1,2,1,0,0,2,0,1,"flush_or_wc","secondary_or_vocational",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.63971
"DHS2014","33_14",0.767609,5,0,1,75,0,"surface_or_unprotected","wood","natural_thatch_bamboo",1,"earth_mud_dung",0,1,0,0,0,1,1,0,"pit_or_kvip","none_or_primary",NA,NA,NA,0,0,NA,NA,NA,NA,2,-0.70296
"DHS2014","43_8",1.070137,4,1,5,29,0,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,5,3,2,2,3,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.50305
"DHS2014","4_32",0.666085,2,1,5,37,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,5,3,0,1,4,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.27481
"DHS2014","159_26",0.833491,5,1,3,51,0,"borehole_tube_well","charcoal","sheet_metal_asbestos_slate",2,"cement_or_finished",1,3,1,0,0,3,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,NA,1,NA,NA,NA,NA,4,0.48209
"DHS2014","157_5",0.648265,7,0,3,73,1,"public_or_neighbor_piped","wood","natural_thatch_bamboo",2,"cement_or_finished",1,3,2,1,1,2,1,0,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.61206
"DHS2014","10_16",0.381374,4,0,3,35,1,"public_or_neighbor_piped","charcoal","cement_tile_shingle",1,"cement_or_finished",1,3,2,0,2,1,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.01407
"DHS2014","413_31",0.224779,10,0,1,41,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,0,1,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-1.18375
"DHS2014","66_14",0.57844,1,1,4,33,1,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",2,"cement_or_finished",1,4,3,1,3,1,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.36912
"DHS2014","329_15",0.826703,8,1,6,58,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",3,"cement_or_finished",1,6,2,1,2,4,0,1,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-2.74725
"DHS2014","251_5",1.010549,5,1,7,33,1,"packaged_water","charcoal","sheet_metal_asbestos_slate",3,"cement_or_finished",1,7,6,2,6,1,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.20426
"DHS2014","50_33",0.30473,10,0,1,80,1,"borehole_tube_well","other_biomass_or_solid","sheet_metal_asbestos_slate",1,"earth_mud_dung",0,1,1,0,0,1,1,1,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.71405
"DHS2014","8_24",1.557555,6,1,1,29,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,0,1,"flush_or_wc","higher",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.30827
"DHS2014","266_9",2.138827,6,0,6,39,0,"borehole_tube_well","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,6,3,1,4,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,3,-0.10645
"DHS2014","305_5",0.696984,2,1,3,90,0,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",2,"cement_or_finished",1,3,2,0,0,3,2,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.3217
"DHS2014","331_8",2.121454,3,1,1,58,1,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,0,1,"flush_or_wc","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.37956
"DHS2014","287_24",0.71408,4,1,4,48,0,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",2,"cement_or_finished",1,4,3,0,1,3,0,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.29944
"DHS2014","137_23",0.62073,9,0,7,30,0,"borehole_tube_well","other_biomass_or_solid","sheet_metal_asbestos_slate",2,"cement_or_finished",1,7,5,1,4,3,1,0,"no_facility","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-2.04267
"DHS2014","256_30",2.095426,6,0,5,34,1,"borehole_tube_well","charcoal","sheet_metal_asbestos_slate",2,"cement_or_finished",1,5,3,1,2,3,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,3,0.17231
"DHS2014","193_21",1.427534,8,0,5,58,0,"protected_well_spring","wood","natural_thatch_bamboo",4,"cement_or_finished",1,5,2,0,1,4,0,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,1,-0.98655
"DHS2014","36_32",1.028755,2,1,3,29,1,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,3,3,0,2,1,0,1,"flush_or_wc","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.8987
"DHS2014","101_16",0.69224,4,0,4,33,0,"protected_well_spring","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,4,1,2,2,2,0,1,"pit_or_kvip","higher",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.40218
"DHS2014","244_18",1.597202,6,1,1,39,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,0,1,"pit_or_kvip","higher",NA,NA,NA,1,0,NA,NA,NA,NA,5,1.38351
"DHS2014","188_5",1.79024,6,1,5,44,0,"piped_dwelling_or_yard","gas_or_electricity","cement_tile_shingle",1,"cement_or_finished",1,5,1,1,3,2,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,1,0,NA,NA,NA,NA,4,0.78771
"DHS2014","203_7",1.963933,3,1,1,28,0,"piped_dwelling_or_yard","no_cooking","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,0,0,0,1,0,1,"pit_or_kvip","basic_or_middle",NA,NA,NA,0,0,NA,NA,NA,NA,5,1.13363
"DHS2014","98_24",1.259766,5,1,7,55,0,"surface_or_unprotected","wood","sheet_metal_asbestos_slate",3,"cement_or_finished",1,7,2,0,5,2,0,0,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,2,-0.48609
"DHS2014","314_8",0.329287,10,0,6,76,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",5,"cement_or_finished",1,6,2,0,2,4,1,1,"pit_or_kvip","none_or_primary",NA,NA,NA,1,0,NA,NA,NA,NA,3,-0.07241
