"survey","hh_key","household_weight","region10","urban","hh_size","head_age","head_female","water_source_cat","cooking_fuel_cat","roof_material_cat","sleeping_rooms","floor_material_screen","floor_non_earth","members_total","female_members","children_under5","children_under15","adults_15plus","elders_65plus","has_electricity","toilet_type_screen","head_educ_cat","welfare","poverty_status","poverty_status_code","nhis_any_member_registered","nhis_any_missing","totexpeqsc_real","fdexpeqsc_real","nfexpeqsc_real","TOTHLTH","wealth_index","wealth_score"
"GLSS6","60741/07",768.1328125,6,1,4,40,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",2,"cement_or_finished",1,4,2,0,1,3,0,1,"pit_or_kvip","basic_or_middle",5298.0849609375,"Non poor",2,1,0,14.5153017044067,6.20766544342041,8.30763626098633,14.6000003814697,NA,NA
"GLSS6","60912/08",156.992446899414,8,0,1,56,1,"surface_or_unprotected","wood","natural_thatch_bamboo",1,"cement_or_finished",1,1,1,0,0,1,0,1,"no_facility","basic_or_middle",1307.45166015625,"Poor",1,0,0,3.58205914497375,3.39985132217407,0.182207822799683,0,NA,NA
"GLSS6","60047/06",456.334381103516,1,1,1,83,1,"public_or_neighbor_piped","charcoal","sheet_metal_asbestos_slate",1,"cement_or_finished",1,1,1,0,0,1,1,0,"pit_or_kvip","none_or_primary",4650.0029296875,"Non poor",2,1,0,12.7397346496582,9.72545051574707,3.01428413391113,14.6000003814697,NA,NA
"GLSS6","60887/06",324.571014404297,7,0,7,40,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",2,"cement_or_finished",1,7,3,1,4,3,0,0,"pit_or_kvip","basic_or_middle",1615.55615234375,"Non poor",2,1,0,4.42618131637573,1.58347547054291,2.84270572662354,43.8000030517578,NA,NA
"GLSS6","60903/15",419.234680175781,8,0,5,25,0,"surface_or_unprotected","wood","natural_thatch_bamboo",2,"cement_or_finished",1,5,3,2,2,3,0,0,"no_facility","none_or_primary",3459.666015625,"Non poor",2,1,0,9.47853660583496,7.1457576751709,2.33277893066406,239.440002441406,NA,NA
"GLSS6","60440/01",484.889221191406,4,0,5,33,0,"public_or_neighbor_piped","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,5,2,2,3,2,0,1,"no_facility","basic_or_middle",1400.66479492188,"Non poor",2,1,0,3.83743762969971,2.59173274040222,1.24570488929749,0,NA,NA
"GLSS6","60138/07",358.991973876953,2,1,4,62,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",3,"cement_or_finished",1,4,2,0,1,3,1,1,"pit_or_kvip","none_or_primary",3572.08251953125,"Non poor",2,0,0,9.78652763366699,5.62185096740723,4.16467666625977,687.799987792969,NA,NA
"GLSS6","61065/01",102.439758300781,9,0,9,35,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",3,"cement_or_finished",1,9,6,2,5,4,1,0,"pit_or_kvip","none_or_primary",534.117919921875,"Very poor",0,1,0,1.46333694458008,0.947872042655945,0.515464901924133,0,NA,NA
"GLSS6","60026/09",197.790618896484,1,1,6,44,0,"packaged_water","gas_or_electricity","sheet_metal_asbestos_slate",4,"cement_or_finished",1,6,2,0,2,4,0,1,"flush_or_wc","higher",5088.50146484375,"Non poor",2,1,0,13.9411010742188,3.14653301239014,10.7945680618286,0,NA,NA
"GLSS6","60808/07",252.995971679688,7,0,5,56,0,"borehole_tube_well","wood","sheet_metal_asbestos_slate",1,"cement_or_finished",1,5,2,1,3,2,0,1,"pit_or_kvip","none_or_primary",1367.48156738281,"Non poor",2,1,0,3.74652457237244,3.36953020095825,0.376994371414185,0,NA,NA
